"Dem/Ind Prob","GOP Prob","GOP Senators Number","GOP Senators","GOP Majority"
0.6,0.4,53.22,53,3
0.6,0.45,53.14,53,3
0.6,0.5,53.09,53,3
0.6,0.55,53.06,53,3
0.6,0.6,52.94,53,3
0.6,0.65,52.94,53,3
0.6,0.7,52.91,53,3
0.6,0.75,52.85,53,3
0.6,0.8,52.81,53,3
0.6,0.85,52.78,53,3
0.6,0.9,52.72,53,3
0.6,0.95,52.66,53,3
0.65,0.05,53.58,54,4
0.65,0.1,53.56,54,4
0.65,0.15,53.44,53,3
0.65,0.2,53.48,53,3
0.65,0.25,53.39,53,3
0.65,0.3,53.37,53,3
0.65,0.35,53.32,53,3
0.65,0.4,53.25,53,3
0.65,0.45,53.21,53,3
0.65,0.5,53.16,53,3
0.65,0.55,53.12,53,3
0.65,0.6,53.01,53,3
0.65,0.65,52.99,53,3
0.65,0.7,52.96,53,3
0.65,0.75,52.94,53,3
0.65,0.8,52.83,53,3
0.65,0.85,52.81,53,3
0.65,0.9,52.78,53,3
0.65,0.95,52.7,53,3
0.7,0.05,53.64,54,4
0.7,0.1,53.59,54,4
0.7,0.15,53.57,54,4
0.7,0.2,53.48,53,3
0.7,0.25,53.41,53,3
0.7,0.3,53.42,53,3
0.7,0.35,53.37,53,3
0.7,0.4,53.3,53,3
0.7,0.45,53.24,53,3
0.7,0.5,53.19,53,3
0.7,0.55,53.18,53,3
0.7,0.6,53.07,53,3
0.7,0.65,53.08,53,3
0.7,0.7,52.98,53,3
0.7,0.75,52.98,53,3
0.7,0.8,52.92,53,3
0.7,0.85,52.83,53,3
0.7,0.9,52.76,53,3
0.7,0.95,52.74,53,3
0.75,0.05,53.71,54,4
0.75,0.1,53.63,54,4
0.75,0.15,53.61,54,4
0.75,0.2,53.54,54,4
0.75,0.25,53.53,54,4
0.75,0.3,53.43,53,3
0.75,0.35,53.41,53,3
0.75,0.4,53.33,53,3
0.75,0.45,53.33,53,3
0.75,0.5,53.24,53,3
0.75,0.55,53.18,53,3
0.75,0.6,53.13,53,3
0.75,0.65,53.11,53,3
0.75,0.7,53.06,53,3
0.75,0.75,52.98,53,3
0.75,0.8,52.94,53,3
0.75,0.85,52.87,53,3
0.75,0.9,52.84,53,3
0.75,0.95,52.77,53,3
0.8,0.05,53.74,54,4
0.8,0.1,53.69,54,4
0.8,0.15,53.64,54,4
0.8,0.2,53.61,54,4
0.8,0.25,53.55,54,4
0.8,0.3,53.5,53,3
0.8,0.35,53.42,53,3
0.8,0.4,53.36,53,3
0.8,0.45,53.36,53,3
0.8,0.5,53.32,53,3
0.8,0.55,53.25,53,3
0.8,0.6,53.18,53,3
0.8,0.65,53.18,53,3
0.8,0.7,53.14,53,3
0.8,0.75,53.07,53,3
0.8,0.8,53.01,53,3
0.8,0.85,52.94,53,3
0.8,0.9,52.89,53,3
0.8,0.95,52.87,53,3
0.85,0.05,53.8,54,4
0.85,0.1,53.77,54,4
0.85,0.15,53.71,54,4
0.85,0.2,53.67,54,4
0.85,0.25,53.6,54,4
0.85,0.3,53.55,54,4
0.85,0.35,53.51,54,4
0.85,0.4,53.45,53,3
0.85,0.45,53.4,53,3
0.85,0.5,53.34,53,3
0.85,0.55,53.29,53,3
0.85,0.6,53.25,53,3
0.85,0.65,53.19,53,3
0.85,0.7,53.16,53,3
0.85,0.75,53.09,53,3
0.85,0.8,53.05,53,3
0.85,0.85,53,53,3
0.85,0.9,52.93,53,3
0.85,0.95,52.88,53,3
0.9,0.05,53.86,54,4
0.9,0.1,53.78,54,4
0.9,0.15,53.75,54,4
0.9,0.2,53.7,54,4
0.9,0.25,53.65,54,4
0.9,0.3,53.6,54,4
0.9,0.35,53.53,54,4
0.9,0.4,53.48,53,3
0.9,0.45,53.45,53,3
0.9,0.5,53.38,53,3
0.9,0.55,53.35,53,3
0.9,0.6,53.3,53,3
0.9,0.65,53.25,53,3
0.9,0.7,53.19,53,3
0.9,0.75,53.15,53,3
0.9,0.8,53.12,53,3
0.9,0.85,53.08,53,3
0.9,0.9,53,53,3
0.9,0.95,52.95,53,3
0.95,0.05,53.88,54,4
0.95,0.1,53.84,54,4
0.95,0.15,53.81,54,4
0.95,0.2,53.75,54,4
0.95,0.25,53.71,54,4
0.95,0.3,53.68,54,4
0.95,0.35,53.63,54,4
0.95,0.4,53.57,54,4
0.95,0.45,53.5,54,4
0.95,0.5,53.45,53,3
0.95,0.55,53.39,53,3
0.95,0.6,53.35,53,3
0.95,0.65,53.28,53,3
0.95,0.7,53.23,53,3
0.95,0.75,53.22,53,3
0.95,0.8,53.14,53,3
0.95,0.85,53.09,53,3
0.95,0.9,53.06,53,3
0.95,0.95,53,53,3
