"Dem/Ind Prob","GOP Prob","GOP Senators Number","GOP Senators","GOP Majority"
0.25,0.9,52.86,53,3
0.25,0.95,52.85,53,3
0.3,0.05,54.97,55,5
0.3,0.1,54.95,55,5
0.3,0.15,54.81,55,5
0.3,0.2,54.65,55,5
0.3,0.25,54.58,55,5
0.3,0.3,54.54,55,5
0.3,0.35,54.4,54,4
0.3,0.4,54.3,54,4
0.3,0.45,54.19,54,4
0.3,0.5,54.11,54,4
0.3,0.55,53.98,54,4
0.3,0.6,53.86,54,4
0.3,0.65,53.83,54,4
0.3,0.7,53.67,54,4
0.3,0.75,53.6,54,4
0.3,0.8,53.54,54,4
0.3,0.85,53.42,53,3
0.3,0.9,53.27,53,3
0.3,0.95,53.23,53,3
0.35,0.05,55.34,55,5
0.35,0.1,55.22,55,5
0.35,0.15,55.19,55,5
0.35,0.2,55.13,55,5
0.35,0.25,54.97,55,5
0.35,0.3,54.86,55,5
0.35,0.35,54.76,55,5
0.35,0.4,54.62,55,5
0.35,0.45,54.5,54,4
0.35,0.5,54.44,54,4
0.35,0.55,54.3,54,4
0.35,0.6,54.25,54,4
0.35,0.65,54.14,54,4
0.35,0.7,54.11,54,4
0.35,0.75,53.92,54,4
0.35,0.8,53.86,54,4
0.35,0.85,53.79,54,4
0.35,0.9,53.65,54,4
0.35,0.95,53.58,54,4
0.4,0.05,55.7,56,6
0.4,0.1,55.57,56,6
0.4,0.15,55.58,56,6
0.4,0.2,55.45,55,5
0.4,0.25,55.3,55,5
0.4,0.3,55.22,55,5
0.4,0.35,55.09,55,5
0.4,0.4,54.99,55,5
0.4,0.45,54.86,55,5
0.4,0.5,54.67,55,5
0.4,0.55,54.71,55,5
0.4,0.6,54.61,55,5
0.4,0.65,54.53,55,5
0.4,0.7,54.42,54,4
0.4,0.75,54.24,54,4
0.4,0.8,54.11,54,4
0.4,0.85,54.14,54,4
0.4,0.9,53.96,54,4
0.4,0.95,53.92,54,4
0.45,0.05,56.06,56,6
0.45,0.1,55.95,56,6
0.45,0.15,55.84,56,6
0.45,0.2,55.68,56,6
0.45,0.25,55.61,56,6
0.45,0.3,55.6,56,6
0.45,0.35,55.55,56,6
0.45,0.4,55.3,55,5
0.45,0.45,55.31,55,5
0.45,0.5,55.22,55,5
0.45,0.55,55.14,55,5
0.45,0.6,55.06,55,5
0.45,0.65,54.78,55,5
0.45,0.7,54.76,55,5
0.45,0.75,54.69,55,5
0.45,0.8,54.52,55,5
0.45,0.85,54.39,54,4
0.45,0.9,54.41,54,4
0.45,0.95,54.3,54,4
0.5,0.05,56.38,56,6
0.5,0.1,56.3,56,6
0.5,0.15,56.21,56,6
0.5,0.2,56.1,56,6
0.5,0.25,56.02,56,6
0.5,0.3,55.9,56,6
0.5,0.35,55.81,56,6
0.5,0.4,55.77,56,6
0.5,0.45,55.64,56,6
0.5,0.5,55.47,55,5
0.5,0.55,55.36,55,5
0.5,0.6,55.29,55,5
0.5,0.65,55.24,55,5
0.5,0.7,55.06,55,5
0.5,0.75,54.97,55,5
0.5,0.8,54.96,55,5
0.5,0.85,54.86,55,5
0.5,0.9,54.73,55,5
0.5,0.95,54.61,55,5
0.55,0.05,56.76,57,7
0.55,0.1,56.71,57,7
0.55,0.15,56.51,57,7
0.55,0.2,56.49,56,6
0.55,0.25,56.35,56,6
0.55,0.3,56.21,56,6
0.55,0.35,56.15,56,6
0.55,0.4,56.14,56,6
0.55,0.45,55.9,56,6
0.55,0.5,55.83,56,6
0.55,0.55,55.73,56,6
0.55,0.6,55.66,56,6
0.55,0.65,55.53,56,6
0.55,0.7,55.44,55,5
0.55,0.75,55.27,55,5
0.55,0.8,55.22,55,5
0.55,0.85,55.18,55,5
0.55,0.9,55.05,55,5
0.55,0.95,54.97,55,5
0.6,0.05,57.1,57,7
0.6,0.1,56.99,57,7
0.6,0.15,56.92,57,7
0.6,0.2,56.82,57,7
0.6,0.25,56.72,57,7
0.6,0.3,56.65,57,7
0.6,0.35,56.53,57,7
0.6,0.4,56.43,56,6
0.6,0.45,56.31,56,6
0.6,0.5,56.18,56,6
0.6,0.55,56.11,56,6
0.6,0.6,55.92,56,6
0.6,0.65,55.9,56,6
0.6,0.7,55.76,56,6
0.6,0.75,55.66,56,6
0.6,0.8,55.66,56,6
0.6,0.85,55.56,56,6
0.6,0.9,55.39,55,5
0.6,0.95,55.33,55,5
0.65,0.05,57.51,58,8
0.65,0.1,57.32,57,7
0.65,0.15,57.27,57,7
0.65,0.2,57.19,57,7
0.65,0.25,57.03,57,7
0.65,0.3,56.93,57,7
0.65,0.35,56.85,57,7
0.65,0.4,56.76,57,7
0.65,0.45,56.61,57,7
0.65,0.5,56.48,56,6
0.65,0.55,56.38,56,6
0.65,0.6,56.4,56,6
0.65,0.65,56.21,56,6
0.65,0.7,56.15,56,6
0.65,0.75,56.05,56,6
0.65,0.8,56.02,56,6
0.65,0.85,55.88,56,6
0.65,0.9,55.85,56,6
0.65,0.95,55.61,56,6
0.7,0.05,57.83,58,8
0.7,0.1,57.7,58,8
0.7,0.15,57.6,58,8
0.7,0.2,57.46,57,7
0.7,0.25,57.4,57,7
0.7,0.3,57.33,57,7
0.7,0.35,57.17,57,7
0.7,0.4,57.08,57,7
0.7,0.45,57.03,57,7
0.7,0.5,56.98,57,7
0.7,0.55,56.85,57,7
0.7,0.6,56.72,57,7
0.7,0.65,56.58,57,7
0.7,0.7,56.6,57,7
0.7,0.75,56.4,56,6
0.7,0.8,56.28,56,6
0.7,0.85,56.14,56,6
0.7,0.9,56.09,56,6
0.7,0.95,55.99,56,6
0.75,0.05,58.09,58,8
0.75,0.1,58.09,58,8
0.75,0.15,57.94,58,8
0.75,0.2,57.88,58,8
0.75,0.25,57.78,58,8
0.75,0.3,57.73,58,8
0.75,0.35,57.54,58,8
0.75,0.4,57.5,58,8
0.75,0.45,57.38,57,7
0.75,0.5,57.25,57,7
0.75,0.55,57.13,57,7
0.75,0.6,57.11,57,7
0.75,0.65,56.98,57,7
0.75,0.7,56.85,57,7
0.75,0.75,56.8,57,7
0.75,0.8,56.67,57,7
0.75,0.85,56.67,57,7
0.75,0.9,56.48,56,6
0.75,0.95,56.35,56,6
0.8,0.05,58.62,59,9
0.8,0.1,58.4,58,8
0.8,0.15,58.29,58,8
0.8,0.2,58.18,58,8
0.8,0.25,58.09,58,8
0.8,0.3,58,58,8
0.8,0.35,57.88,58,8
0.8,0.4,57.72,58,8
0.8,0.45,57.66,58,8
0.8,0.5,57.56,58,8
0.8,0.55,57.43,57,7
0.8,0.6,57.28,57,7
0.8,0.65,57.28,57,7
0.8,0.7,57.21,57,7
0.8,0.75,57.08,57,7
0.8,0.8,57.01,57,7
0.8,0.85,56.9,57,7
0.8,0.9,56.78,57,7
0.8,0.95,56.68,57,7
0.85,0.05,58.8,59,9
0.85,0.1,58.72,59,9
0.85,0.15,58.68,59,9
0.85,0.2,58.57,59,9
0.85,0.25,58.46,58,8
0.85,0.3,58.35,58,8
0.85,0.35,58.16,58,8
0.85,0.4,58.14,58,8
0.85,0.45,58.06,58,8
0.85,0.5,57.95,58,8
0.85,0.55,57.87,58,8
0.85,0.6,57.75,58,8
0.85,0.65,57.7,58,8
0.85,0.7,57.57,58,8
0.85,0.75,57.41,57,7
0.85,0.8,57.35,57,7
0.85,0.85,57.25,57,7
0.85,0.9,57.19,57,7
0.85,0.95,57.09,57,7
0.9,0.05,59.21,59,9
0.9,0.1,59.11,59,9
0.9,0.15,59.04,59,9
0.9,0.2,58.91,59,9
0.9,0.25,58.79,59,9
0.9,0.3,58.74,59,9
0.9,0.35,58.64,59,9
0.9,0.4,58.44,58,8
0.9,0.45,58.43,58,8
0.9,0.5,58.31,58,8
0.9,0.55,58.24,58,8
0.9,0.6,58.15,58,8
0.9,0.65,58.01,58,8
0.9,0.7,57.83,58,8
0.9,0.75,57.79,58,8
0.9,0.8,57.71,58,8
0.9,0.85,57.56,58,8
0.9,0.9,57.53,58,8
0.9,0.95,57.39,57,7
0.95,0.05,59.56,60,10
0.95,0.1,59.44,59,9
0.95,0.15,59.34,59,9
0.95,0.2,59.25,59,9
0.95,0.25,59.2,59,9
0.95,0.3,59.06,59,9
0.95,0.35,58.94,59,9
0.95,0.4,58.9,59,9
0.95,0.45,58.71,59,9
0.95,0.5,58.64,59,9
0.95,0.55,58.56,59,9
0.95,0.6,58.46,58,8
0.95,0.65,58.35,58,8
0.95,0.7,58.28,58,8
0.95,0.75,58.14,58,8
0.95,0.8,58.01,58,8
0.95,0.85,57.97,58,8
0.95,0.9,57.84,58,8
0.95,0.95,57.75,58,8
