"Dem/Ind Prob","GOP Prob","GOP Senators Number","GOP Senators","GOP Majority"
0.2,0.9,44.38,44,-6
0.2,0.95,43.77,44,-6
0.25,0.05,55.15,55,5
0.25,0.1,54.63,55,5
0.25,0.15,54.13,54,4
0.25,0.2,53.29,53,3
0.25,0.25,52.76,53,3
0.25,0.3,52.2,52,2
0.25,0.35,51.4,51,1
0.25,0.4,50.93,51,1
0.25,0.45,50.33,50,0
0.25,0.5,49.83,50,0
0.25,0.55,49.19,49,-1
0.25,0.6,48.53,49,-1
0.25,0.65,47.89,48,-2
0.25,0.7,47.31,47,-3
0.25,0.75,46.81,47,-3
0.25,0.8,46.14,46,-4
0.25,0.85,45.61,46,-4
0.25,0.9,45,45,-5
0.25,0.95,44.29,44,-6
0.3,0.05,55.68,56,6
0.3,0.1,55.08,55,5
0.3,0.15,54.53,55,5
0.3,0.2,54.09,54,4
0.3,0.25,53.33,53,3
0.3,0.3,52.66,53,3
0.3,0.35,52.14,52,2
0.3,0.4,51.59,52,2
0.3,0.45,50.91,51,1
0.3,0.5,50.28,50,0
0.3,0.55,49.77,50,0
0.3,0.6,49.15,49,-1
0.3,0.65,48.55,49,-1
0.3,0.7,47.94,48,-2
0.3,0.75,47.36,47,-3
0.3,0.8,46.68,47,-3
0.3,0.85,46.02,46,-4
0.3,0.9,45.47,45,-5
0.3,0.95,44.88,45,-5
0.35,0.05,56.24,56,6
0.35,0.1,55.63,56,6
0.35,0.15,55.05,55,5
0.35,0.2,54.46,54,4
0.35,0.25,53.89,54,4
0.35,0.3,53.19,53,3
0.35,0.35,52.63,53,3
0.35,0.4,52.17,52,2
0.35,0.45,51.55,52,2
0.35,0.5,50.89,51,1
0.35,0.55,50.34,50,0
0.35,0.6,49.69,50,0
0.35,0.65,49.13,49,-1
0.35,0.7,48.44,48,-2
0.35,0.75,47.75,48,-2
0.35,0.8,47.23,47,-3
0.35,0.85,46.67,47,-3
0.35,0.9,46.02,46,-4
0.35,0.95,45.43,45,-5
0.4,0.05,56.81,57,7
0.4,0.1,56.24,56,6
0.4,0.15,55.67,56,6
0.4,0.2,55.09,55,5
0.4,0.25,54.38,54,4
0.4,0.3,53.89,54,4
0.4,0.35,53.17,53,3
0.4,0.4,52.5,52,2
0.4,0.45,51.99,52,2
0.4,0.5,51.37,51,1
0.4,0.55,50.76,51,1
0.4,0.6,50.39,50,0
0.4,0.65,49.71,50,0
0.4,0.7,48.92,49,-1
0.4,0.75,48.42,48,-2
0.4,0.8,47.86,48,-2
0.4,0.85,47.28,47,-3
0.4,0.9,46.53,47,-3
0.4,0.95,46.01,46,-4
0.45,0.05,57.41,57,7
0.45,0.1,56.81,57,7
0.45,0.15,56.12,56,6
0.45,0.2,55.6,56,6
0.45,0.25,55,55,5
0.45,0.3,54.31,54,4
0.45,0.35,53.77,54,4
0.45,0.4,53.23,53,3
0.45,0.45,52.67,53,3
0.45,0.5,52.13,52,2
0.45,0.55,51.54,52,2
0.45,0.6,50.76,51,1
0.45,0.65,50.15,50,0
0.45,0.7,49.54,50,0
0.45,0.75,48.99,49,-1
0.45,0.8,48.35,48,-2
0.45,0.85,47.7,48,-2
0.45,0.9,47.14,47,-3
0.45,0.95,46.55,47,-3
0.5,0.05,57.82,58,8
0.5,0.1,57.33,57,7
0.5,0.15,56.59,57,7
0.5,0.2,56.17,56,6
0.5,0.25,55.52,56,6
0.5,0.3,55.02,55,5
0.5,0.35,54.44,54,4
0.5,0.4,53.58,54,4
0.5,0.45,52.89,53,3
0.5,0.5,52.47,52,2
0.5,0.55,51.91,52,2
0.5,0.6,51.3,51,1
0.5,0.65,50.7,51,1
0.5,0.7,50.01,50,0
0.5,0.75,49.67,50,0
0.5,0.8,48.89,49,-1
0.5,0.85,48.29,48,-2
0.5,0.9,47.74,48,-2
0.5,0.95,47.03,47,-3
0.55,0.05,58.33,58,8
0.55,0.1,57.86,58,8
0.55,0.15,57.3,57,7
0.55,0.2,56.73,57,7
0.55,0.25,56.1,56,6
0.55,0.3,55.5,55,5
0.55,0.35,54.78,55,5
0.55,0.4,54.21,54,4
0.55,0.45,53.72,54,4
0.55,0.5,52.94,53,3
0.55,0.55,52.55,53,3
0.55,0.6,51.78,52,2
0.55,0.65,51.37,51,1
0.55,0.7,50.72,51,1
0.55,0.75,50.17,50,0
0.55,0.8,49.52,50,0
0.55,0.85,48.92,49,-1
0.55,0.9,48.16,48,-2
0.55,0.95,47.64,48,-2
0.6,0.05,58.95,59,9
0.6,0.1,58.45,58,8
0.6,0.15,57.81,58,8
0.6,0.2,57.27,57,7
0.6,0.25,56.65,57,7
0.6,0.3,56.02,56,6
0.6,0.35,55.25,55,5
0.6,0.4,54.92,55,5
0.6,0.45,54.12,54,4
0.6,0.5,53.54,54,4
0.6,0.55,52.91,53,3
0.6,0.6,52.35,52,2
0.6,0.65,51.86,52,2
0.6,0.7,51.19,51,1
0.6,0.75,50.6,51,1
0.6,0.8,50.04,50,0
0.6,0.85,49.43,49,-1
0.6,0.9,48.89,49,-1
0.6,0.95,48.18,48,-2
0.65,0.05,59.61,60,10
0.65,0.1,58.97,59,9
0.65,0.15,58.39,58,8
0.65,0.2,57.84,58,8
0.65,0.25,57.11,57,7
0.65,0.3,56.61,57,7
0.65,0.35,55.96,56,6
0.65,0.4,55.46,55,5
0.65,0.45,54.88,55,5
0.65,0.5,54.07,54,4
0.65,0.55,53.48,53,3
0.65,0.6,52.97,53,3
0.65,0.65,52.36,52,2
0.65,0.7,51.72,52,2
0.65,0.75,51.17,51,1
0.65,0.8,50.5,50,0
0.65,0.85,50,50,0
0.65,0.9,49.33,49,-1
0.65,0.95,48.81,49,-1
0.7,0.05,60.06,60,10
0.7,0.1,59.48,59,9
0.7,0.15,58.95,59,9
0.7,0.2,58.26,58,8
0.7,0.25,57.73,58,8
0.7,0.3,57.06,57,7
0.7,0.35,56.47,56,6
0.7,0.4,56.08,56,6
0.7,0.45,55.44,55,5
0.7,0.5,54.74,55,5
0.7,0.55,54.11,54,4
0.7,0.6,53.4,53,3
0.7,0.65,52.79,53,3
0.7,0.7,52.3,52,2
0.7,0.75,51.71,52,2
0.7,0.8,51.11,51,1
0.7,0.85,50.46,50,0
0.7,0.9,49.83,50,0
0.7,0.95,49.29,49,-1
0.75,0.05,60.65,61,11
0.75,0.1,60.06,60,10
0.75,0.15,59.37,59,9
0.75,0.2,58.84,59,9
0.75,0.25,58.34,58,8
0.75,0.3,57.66,58,8
0.75,0.35,57.07,57,7
0.75,0.4,56.43,56,6
0.75,0.45,55.81,56,6
0.75,0.5,55.2,55,5
0.75,0.55,54.66,55,5
0.75,0.6,54.01,54,4
0.75,0.65,53.61,54,4
0.75,0.7,52.81,53,3
0.75,0.75,52.24,52,2
0.75,0.8,51.67,52,2
0.75,0.85,50.98,51,1
0.75,0.9,50.43,50,0
0.75,0.95,49.87,50,0
0.8,0.05,61.26,61,11
0.8,0.1,60.56,61,11
0.8,0.15,59.93,60,10
0.8,0.2,59.42,59,9
0.8,0.25,58.71,59,9
0.8,0.3,58.3,58,8
0.8,0.35,57.69,58,8
0.8,0.4,56.93,57,7
0.8,0.45,56.45,56,6
0.8,0.5,55.75,56,6
0.8,0.55,55.15,55,5
0.8,0.6,54.65,55,5
0.8,0.65,54.06,54,4
0.8,0.7,53.36,53,3
0.8,0.75,52.82,53,3
0.8,0.8,52.18,52,2
0.8,0.85,51.63,52,2
0.8,0.9,50.85,51,1
0.8,0.95,50.42,50,0
0.85,0.05,61.69,62,12
0.85,0.1,61.05,61,11
0.85,0.15,60.43,60,10
0.85,0.2,59.95,60,10
0.85,0.25,59.29,59,9
0.85,0.3,58.83,59,9
0.85,0.35,58.21,58,8
0.85,0.4,57.56,58,8
0.85,0.45,56.92,57,7
0.85,0.5,56.34,56,6
0.85,0.55,55.73,56,6
0.85,0.6,55.21,55,5
0.85,0.65,54.64,55,5
0.85,0.7,54.1,54,4
0.85,0.75,53.3,53,3
0.85,0.8,52.74,53,3
0.85,0.85,52.23,52,2
0.85,0.9,51.58,52,2
0.85,0.95,50.9,51,1
0.9,0.05,62.34,62,12
0.9,0.1,61.81,62,12
0.9,0.15,61.24,61,11
0.9,0.2,60.46,60,10
0.9,0.25,59.86,60,10
0.9,0.3,59.38,59,9
0.9,0.35,58.81,59,9
0.9,0.4,58.13,58,8
0.9,0.45,57.38,57,7
0.9,0.5,56.94,57,7
0.9,0.55,56.32,56,6
0.9,0.6,55.73,56,6
0.9,0.65,55.1,55,5
0.9,0.7,54.57,55,5
0.9,0.75,53.86,54,4
0.9,0.8,53.34,53,3
0.9,0.85,52.71,53,3
0.9,0.9,52.11,52,2
0.9,0.95,51.44,51,1
0.95,0.05,62.84,63,13
0.95,0.1,62.27,62,12
0.95,0.15,61.64,62,12
0.95,0.2,61.06,61,11
0.95,0.25,60.43,60,10
0.95,0.3,59.87,60,10
0.95,0.35,59.28,59,9
0.95,0.4,58.64,59,9
0.95,0.45,58.07,58,8
0.95,0.5,57.5,57,7
0.95,0.55,56.85,57,7
0.95,0.6,56.31,56,6
0.95,0.65,55.64,56,6
0.95,0.7,55.1,55,5
0.95,0.75,54.48,54,4
0.95,0.8,53.78,54,4
0.95,0.85,53.34,53,3
0.95,0.9,52.59,53,3
0.95,0.95,52.02,52,2
